n_student,code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_submitted,is_banked,score,assessment_type,date,weight,sum_click
984,CCC,M,South Region,HE Qualification,90-100%,35-55,0,90,Y,Pass,237.0,0.0,89.0,CMA,241.0,0.0,2964.0
985,DDD,M,South East Region,A Level or Equivalent,30-40%,0-35,0,150,N,Pass,147.0,0.0,31.0,TMA,146.0,25.0,993.0
986,EEE,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,210.0,0.0,75.0,CMA,222.0,0.0,10168.0
987,BBB,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,170.0,0.0,86.0,TMA,166.0,18.0,814.0
988,BBB,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,210.0,0.0,100.0,CMA,208.0,1.0,1115.0
989,FFF,M,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,199.0,0.0,74.0,TMA,199.0,25.0,3546.0
990,DDD,F,Scotland,HE Qualification,50-60%,55<=,0,60,N,Pass,81.0,0.0,89.0,CMA,79.0,3.0,743.0
991,DDD,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,23.0,0.0,94.0,TMA,25.0,10.0,1154.0
992,FFF,M,Wales,Lower Than A Level,50-60%,0-35,1,180,N,Pass,236.0,0.0,87.0,CMA,241.0,0.0,2138.0
993,CCC,M,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,147.0,0.0,81.0,CMA,144.0,8.0,2275.0
994,BBB,F,West Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,15.0,0.0,69.0,TMA,19.0,5.0,715.0
995,FFF,F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,N,Pass,207.0,0.0,79.0,CMA,222.0,0.0,3869.0
996,BBB,F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,25.0,0.0,85.0,TMA,19.0,5.0,442.0
997,EEE,M,West Midlands Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass,27.0,0.0,79.0,TMA,33.0,16.0,6917.0
998,FFF,M,West Midlands Region,Lower Than A Level,50-60%,0-35,1,180,N,Pass,139.0,0.0,46.0,TMA,131.0,25.0,6127.0
999,FFF,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,230.0,0.0,80.0,CMA,236.0,0.0,1105.0
1000,BBB,F,Ireland,Lower Than A Level,30-40%,0-35,0,60,N,Pass,131.0,0.0,76.0,TMA,131.0,18.0,862.0
